?Format,Metric,Year,Number of Records,Value (Actual)
Download Album,Value (Adjusted),1997,1,
Download Album,Value (Adjusted),1998,1,
Download Album,Value (Adjusted),1999,1,
Download Album,Value (Adjusted),2000,1,
Download Album,Value (Adjusted),2001,1,
Download Album,Value (Adjusted),2002,1,
Download Album,Value (Adjusted),2003,1,
Download Album,Value (Adjusted),2004,1,61.57963737
Download Album,Value (Adjusted),2005,1,177.6377619
Download Album,Value (Adjusted),2006,1,349.8797932
Download Album,Value (Adjusted),2007,1,613.4288075
Download Album,Value (Adjusted),2008,1,754.373567
Download Album,Value (Adjusted),2009,1,886.9589166
Download Album,Value (Adjusted),2010,1,"1,022.83"
Download Album,Value (Adjusted),2011,1,"1,217.03"
Download Album,Value (Adjusted),2012,1,"1,341.59"
Download Album,Value (Adjusted),2013,1,"1,352.20"
Download Album,Value (Adjusted),2014,1,"1,207.25"
Download Album,Value (Adjusted),2015,1,"1,148.15"
Download Album,Value (Adjusted),2016,1,925.232201
Download Album,Value (Adjusted),2017,1,697.2376182
Download Album,Value (Adjusted),2018,1,508.7043884
Download Album,Value (Adjusted),2019,1,394.5330062
Download Music Video,Value (Adjusted),1973,1,
Download Music Video,Value (Adjusted),1974,1,
Download Music Video,Value (Adjusted),1975,1,
Download Music Video,Value (Adjusted),1976,1,
Download Music Video,Value (Adjusted),1977,1,
Download Music Video,Value (Adjusted),1978,1,
Download Music Video,Value (Adjusted),1979,1,
Download Music Video,Value (Adjusted),1980,1,
Download Music Video,Value (Adjusted),1981,1,
Download Music Video,Value (Adjusted),1982,1,
Download Music Video,Value (Adjusted),1983,1,
Download Music Video,Value (Adjusted),1984,1,
Download Music Video,Value (Adjusted),1985,1,
Download Music Video,Value (Adjusted),1986,1,
Download Music Video,Value (Adjusted),1987,1,
Download Music Video,Value (Adjusted),1988,1,
Download Music Video,Value (Adjusted),1989,1,
Download Music Video,Value (Adjusted),1990,1,
Download Music Video,Value (Adjusted),1991,1,
Download Music Video,Value (Adjusted),1992,1,
Download Music Video,Value (Adjusted),1993,1,
Download Music Video,Value (Adjusted),1994,1,
Download Music Video,Value (Adjusted),1995,1,
Download Music Video,Value (Adjusted),1996,1,
Download Music Video,Value (Adjusted),1997,1,
Download Music Video,Value (Adjusted),1998,1,
Download Music Video,Value (Adjusted),1999,1,
Download Music Video,Value (Adjusted),2000,1,
Download Music Video,Value (Adjusted),2001,1,
Download Music Video,Value (Adjusted),2002,1,
Download Music Video,Value (Adjusted),2003,1,
Download Music Video,Value (Adjusted),2004,1,
Download Music Video,Value (Adjusted),2005,1,4.84347619
Download Music Video,Value (Adjusted),2006,1,24.98235566
Download Music Video,Value (Adjusted),2007,1,34.77823155
Download Music Video,Value (Adjusted),2008,1,49.04081272
Download Music Video,Value (Adjusted),2009,1,48.73924451
Download Music Video,Value (Adjusted),2010,1,42.91120721
Download Music Video,Value (Adjusted),2011,1,36.82459156
Download Music Video,Value (Adjusted),2012,1,23.20820694
Download Music Video,Value (Adjusted),2013,1,18.37207499
Download Music Video,Value (Adjusted),2014,1,14.6621972
Download Music Video,Value (Adjusted),2015,1,6.918875516
Download Music Video,Value (Adjusted),2016,1,4.547792467
Download Music Video,Value (Adjusted),2017,1,2.905533136
Download Music Video,Value (Adjusted),2018,1,2.261051168
Download Music Video,Value (Adjusted),2019,1,1.858910402
Download Single,Value (Adjusted),1973,1,
Download Single,Value (Adjusted),1974,1,
Download Single,Value (Adjusted),1975,1,
Download Single,Value (Adjusted),1976,1,
Download Single,Value (Adjusted),1977,1,
Download Single,Value (Adjusted),1978,1,
Download Single,Value (Adjusted),1979,1,
Download Single,Value (Adjusted),1980,1,
Download Single,Value (Adjusted),1981,1,
Download Single,Value (Adjusted),1982,1,
Download Single,Value (Adjusted),1983,1,
Download Single,Value (Adjusted),1984,1,
Download Single,Value (Adjusted),1985,1,
Download Single,Value (Adjusted),1986,1,
Download Single,Value (Adjusted),1987,1,
Download Single,Value (Adjusted),1988,1,
Download Single,Value (Adjusted),1989,1,
Download Single,Value (Adjusted),1990,1,
Download Single,Value (Adjusted),1991,1,
Download Single,Value (Adjusted),1992,1,
Download Single,Value (Adjusted),1993,1,
Download Single,Value (Adjusted),1994,1,
Download Single,Value (Adjusted),1995,1,
Download Single,Value (Adjusted),1996,1,
Download Single,Value (Adjusted),1997,1,
Download Single,Value (Adjusted),1998,1,
Download Single,Value (Adjusted),1999,1,
Download Single,Value (Adjusted),2000,1,
Download Single,Value (Adjusted),2001,1,
Download Single,Value (Adjusted),2002,1,
Download Single,Value (Adjusted),2003,1,
Download Single,Value (Adjusted),2004,1,186.7690101
Download Single,Value (Adjusted),2005,1,475.577
Download Single,Value (Adjusted),2006,1,736.2820149
Download Single,Value (Adjusted),2007,1,"1,000.18"
Download Single,Value (Adjusted),2008,1,"1,225.66"
Download Single,Value (Adjusted),2009,1,"1,396.64"
Download Single,Value (Adjusted),2010,1,"1,566.85"
Download Single,Value (Adjusted),2011,1,"1,730.30"
Download Single,Value (Adjusted),2012,1,"1,831.26"
Download Single,Value (Adjusted),2013,1,"1,726.74"
Download Single,Value (Adjusted),2014,1,"1,463.66"
Download Single,Value (Adjusted),2015,1,"1,278.45"
Download Single,Value (Adjusted),2016,1,958.8791031
Download Single,Value (Adjusted),2017,1,707.6927112
Download Single,Value (Adjusted),2018,1,499.3169742
Download Single,Value (Adjusted),2019,1,414.804251
Kiosk,Value (Adjusted),1973,1,
Kiosk,Value (Adjusted),1974,1,
Kiosk,Value (Adjusted),1975,1,
Kiosk,Value (Adjusted),1976,1,
Kiosk,Value (Adjusted),1977,1,
Kiosk,Value (Adjusted),1978,1,
Kiosk,Value (Adjusted),1979,1,
Kiosk,Value (Adjusted),1980,1,
Kiosk,Value (Adjusted),1981,1,
Kiosk,Value (Adjusted),1982,1,
Kiosk,Value (Adjusted),1983,1,
Kiosk,Value (Adjusted),1984,1,
Kiosk,Value (Adjusted),1985,1,
Kiosk,Value (Adjusted),1986,1,
Kiosk,Value (Adjusted),1987,1,
Kiosk,Value (Adjusted),1988,1,
Kiosk,Value (Adjusted),1989,1,
Kiosk,Value (Adjusted),1990,1,
Kiosk,Value (Adjusted),1991,1,
Kiosk,Value (Adjusted),1992,1,
Kiosk,Value (Adjusted),1993,1,
Kiosk,Value (Adjusted),1994,1,
Kiosk,Value (Adjusted),1995,1,
Kiosk,Value (Adjusted),1996,1,
Kiosk,Value (Adjusted),1997,1,
Kiosk,Value (Adjusted),1998,1,
Kiosk,Value (Adjusted),1999,1,
Kiosk,Value (Adjusted),2000,1,
Kiosk,Value (Adjusted),2001,1,
Kiosk,Value (Adjusted),2002,1,
Kiosk,Value (Adjusted),2003,1,
Kiosk,Value (Adjusted),2004,1,
Kiosk,Value (Adjusted),2005,1,1.309047619
Kiosk,Value (Adjusted),2006,1,2.409465774
Kiosk,Value (Adjusted),2007,1,3.206503618
Kiosk,Value (Adjusted),2008,1,3.087315086
Kiosk,Value (Adjusted),2009,1,7.507511991
Kiosk,Value (Adjusted),2010,1,7.503599075
Kiosk,Value (Adjusted),2011,1,3.068715963
Kiosk,Value (Adjusted),2012,1,4.068866328
Kiosk,Value (Adjusted),2013,1,6.786152156
Kiosk,Value (Adjusted),2014,1,2.789051821
Kiosk,Value (Adjusted),2015,1,3.99147413
Kiosk,Value (Adjusted),2016,1,3.13587911
Kiosk,Value (Adjusted),2017,1,2.351668038
Kiosk,Value (Adjusted),2018,1,2.000651969
Kiosk,Value (Adjusted),2019,1,1.586470587
LP/EP,Value (Adjusted),1973,1,"7,174.52"
LP/EP,Value (Adjusted),1974,1,"7,031.86"
LP/EP,Value (Adjusted),1975,1,"7,056.70"
LP/EP,Value (Adjusted),1976,1,"7,472.01"
LP/EP,Value (Adjusted),1977,1,"9,260.61"
LP/EP,Value (Adjusted),1978,1,"9,698.11"
LP/EP,Value (Adjusted),1979,1,"7,243.62"
LP/EP,Value (Adjusted),1980,1,"6,825.79"
LP/EP,Value (Adjusted),1981,1,"6,586.05"
LP/EP,Value (Adjusted),1982,1,"5,100.16"
LP/EP,Value (Adjusted),1983,1,"4,335.39"
LP/EP,Value (Adjusted),1984,1,"3,810.99"
LP/EP,Value (Adjusted),1985,1,"3,042.46"
LP/EP,Value (Adjusted),1986,1,"2,292.98"
LP/EP,Value (Adjusted),1987,1,"1,784.87"
LP/EP,Value (Adjusted),1988,1,"1,150.13"
LP/EP,Value (Adjusted),1989,1,454.203525
LP/EP,Value (Adjusted),1990,1,169.1991622
LP/EP,Value (Adjusted),1991,1,55.18587225
LP/EP,Value (Adjusted),1992,1,24.59992516
LP/EP,Value (Adjusted),1993,1,18.75407751
LP/EP,Value (Adjusted),1994,1,30.7064413
LP/EP,Value (Adjusted),1995,1,42.10623819
LP/EP,Value (Adjusted),1996,1,59.96289101
LP/EP,Value (Adjusted),1997,1,53.04285421
LP/EP,Value (Adjusted),1998,1,53.32722699
LP/EP,Value (Adjusted),1999,1,48.79887515
LP/EP,Value (Adjusted),2000,1,41.12484843
LP/EP,Value (Adjusted),2001,1,39.5539345
LP/EP,Value (Adjusted),2002,1,29.13267649
LP/EP,Value (Adjusted),2003,1,30.15085272
LP/EP,Value (Adjusted),2004,1,26.12059344
LP/EP,Value (Adjusted),2005,1,18.58847619
LP/EP,Value (Adjusted),2006,1,19.90979613
LP/EP,Value (Adjusted),2007,1,28.24189725
LP/EP,Value (Adjusted),2008,1,67.32721746
LP/EP,Value (Adjusted),2009,1,76.02845477
LP/EP,Value (Adjusted),2010,1,104.2296809
LP/EP,Value (Adjusted),2011,1,135.7054393
LP/EP,Value (Adjusted),2012,1,178.9679822
LP/EP,Value (Adjusted),2013,1,231.2740702
LP/EP,Value (Adjusted),2014,1,263.3361791
LP/EP,Value (Adjusted),2015,1,359.5981629
LP/EP,Value (Adjusted),2016,1,378.607271
LP/EP,Value (Adjusted),2017,1,405.2120773
LP/EP,Value (Adjusted),2018,1,426.8201866
LP/EP,Value (Adjusted),2019,1,497.5889208
Limited Tier Paid Subscription,Value (Adjusted),1973,1,
Limited Tier Paid Subscription,Value (Adjusted),1974,1,
Limited Tier Paid Subscription,Value (Adjusted),1975,1,
Limited Tier Paid Subscription,Value (Adjusted),1976,1,
Limited Tier Paid Subscription,Value (Adjusted),1977,1,
Limited Tier Paid Subscription,Value (Adjusted),1978,1,
Limited Tier Paid Subscription,Value (Adjusted),1979,1,
Limited Tier Paid Subscription,Value (Adjusted),1980,1,
Limited Tier Paid Subscription,Value (Adjusted),1981,1,
Limited Tier Paid Subscription,Value (Adjusted),1982,1,
Limited Tier Paid Subscription,Value (Adjusted),1983,1,
Limited Tier Paid Subscription,Value (Adjusted),1984,1,
Limited Tier Paid Subscription,Value (Adjusted),1985,1,
Limited Tier Paid Subscription,Value (Adjusted),1986,1,
Limited Tier Paid Subscription,Value (Adjusted),1987,1,
Limited Tier Paid Subscription,Value (Adjusted),1988,1,
Limited Tier Paid Subscription,Value (Adjusted),1989,1,
Limited Tier Paid Subscription,Value (Adjusted),1990,1,
Limited Tier Paid Subscription,Value (Adjusted),1991,1,
Limited Tier Paid Subscription,Value (Adjusted),1992,1,
Limited Tier Paid Subscription,Value (Adjusted),1993,1,
Limited Tier Paid Subscription,Value (Adjusted),1994,1,
Limited Tier Paid Subscription,Value (Adjusted),1995,1,
Limited Tier Paid Subscription,Value (Adjusted),1996,1,
Limited Tier Paid Subscription,Value (Adjusted),1997,1,
Limited Tier Paid Subscription,Value (Adjusted),1998,1,
Limited Tier Paid Subscription,Value (Adjusted),1999,1,
Limited Tier Paid Subscription,Value (Adjusted),2000,1,
Limited Tier Paid Subscription,Value (Adjusted),2001,1,
Limited Tier Paid Subscription,Value (Adjusted),2002,1,
Limited Tier Paid Subscription,Value (Adjusted),2003,1,
Limited Tier Paid Subscription,Value (Adjusted),2004,1,
Limited Tier Paid Subscription,Value (Adjusted),2005,1,
Limited Tier Paid Subscription,Value (Adjusted),2006,1,
Limited Tier Paid Subscription,Value (Adjusted),2007,1,
Limited Tier Paid Subscription,Value (Adjusted),2008,1,
Limited Tier Paid Subscription,Value (Adjusted),2009,1,
Limited Tier Paid Subscription,Value (Adjusted),2010,1,
Limited Tier Paid Subscription,Value (Adjusted),2011,1,
Limited Tier Paid Subscription,Value (Adjusted),2012,1,
Limited Tier Paid Subscription,Value (Adjusted),2013,1,
Limited Tier Paid Subscription,Value (Adjusted),2014,1,
Limited Tier Paid Subscription,Value (Adjusted),2015,1,
Limited Tier Paid Subscription,Value (Adjusted),2016,1,280.5366913
Limited Tier Paid Subscription,Value (Adjusted),2017,1,617.032318
Limited Tier Paid Subscription,Value (Adjusted),2018,1,760.591366
Limited Tier Paid Subscription,Value (Adjusted),2019,1,829.4987397
Music Video (Physical),Value (Adjusted),1973,1,
Music Video (Physical),Value (Adjusted),1974,1,
Music Video (Physical),Value (Adjusted),1975,1,
Music Video (Physical),Value (Adjusted),1976,1,
Music Video (Physical),Value (Adjusted),1977,1,
Music Video (Physical),Value (Adjusted),1978,1,
Music Video (Physical),Value (Adjusted),1979,1,
Music Video (Physical),Value (Adjusted),1980,1,
Music Video (Physical),Value (Adjusted),1981,1,
Music Video (Physical),Value (Adjusted),1982,1,
Music Video (Physical),Value (Adjusted),1983,1,
Music Video (Physical),Value (Adjusted),1984,1,
Music Video (Physical),Value (Adjusted),1985,1,
Music Video (Physical),Value (Adjusted),1986,1,
Music Video (Physical),Value (Adjusted),1987,1,
Music Video (Physical),Value (Adjusted),1988,1,
Music Video (Physical),Value (Adjusted),1989,1,237.92595
Music Video (Physical),Value (Adjusted),1990,1,337.0290826
Music Video (Physical),Value (Adjusted),1991,1,221.6820242
Music Video (Physical),Value (Adjusted),1992,1,286.8169052
Music Video (Physical),Value (Adjusted),1993,1,377.3815785
Music Video (Physical),Value (Adjusted),1994,1,398.6662126
Music Video (Physical),Value (Adjusted),1995,1,369.5619232
Music Video (Physical),Value (Adjusted),1996,1,384.7075698
Music Video (Physical),Value (Adjusted),1997,1,515.9333477
Music Video (Physical),Value (Adjusted),1998,1,796.7715092
Music Video (Physical),Value (Adjusted),1999,1,578.0671783
Music Video (Physical),Value (Adjusted),2000,1,418.523277
Music Video (Physical),Value (Adjusted),2001,1,475.2246437
Music Video (Physical),Value (Adjusted),2002,1,409.8470195
Music Video (Physical),Value (Adjusted),2003,1,555.6371429
Music Video (Physical),Value (Adjusted),2004,1,821.7836443
Music Video (Physical),Value (Adjusted),2005,1,788.3084762
Music Video (Physical),Value (Adjusted),2006,1,572.0579003
Music Video (Physical),Value (Adjusted),2007,1,598.0129247
Music Video (Physical),Value (Adjusted),2008,1,269.9025843
Music Video (Physical),Value (Adjusted),2009,1,249.7737323
Music Video (Physical),Value (Adjusted),2010,1,208.2248743
Music Video (Physical),Value (Adjusted),2011,1,171.6207816
Music Video (Physical),Value (Adjusted),2012,1,129.8513772
Music Video (Physical),Value (Adjusted),2013,1,116.6396724
Music Video (Physical),Value (Adjusted),2014,1,96.87525106
Music Video (Physical),Value (Adjusted),2015,1,75.97361449
Music Video (Physical),Value (Adjusted),2016,1,60.63464218
Music Video (Physical),Value (Adjusted),2017,1,40.27958535
Music Video (Physical),Value (Adjusted),2018,1,28.06066388
Music Video (Physical),Value (Adjusted),2019,1,27.70524678
On-Demand Streaming (Ad-Supported),Value (Adjusted),1973,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1974,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1975,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1976,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1977,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1978,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1979,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1980,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1981,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1982,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1983,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1984,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1985,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1986,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1987,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1988,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1989,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1990,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1991,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1992,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1993,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1994,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1995,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1996,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1997,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1998,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1999,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2000,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2001,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2002,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2003,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2004,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2005,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2006,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2007,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2008,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2009,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2010,1,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2011,1,129.340695
On-Demand Streaming (Ad-Supported),Value (Adjusted),2012,1,190.3396156
On-Demand Streaming (Ad-Supported),Value (Adjusted),2013,1,242.3960978
On-Demand Streaming (Ad-Supported),Value (Adjusted),2014,1,306.475448
On-Demand Streaming (Ad-Supported),Value (Adjusted),2015,1,401.2452641
On-Demand Streaming (Ad-Supported),Value (Adjusted),2016,1,521.288175
On-Demand Streaming (Ad-Supported),Value (Adjusted),2017,1,686.9180813
On-Demand Streaming (Ad-Supported),Value (Adjusted),2018,1,773.2949167
On-Demand Streaming (Ad-Supported),Value (Adjusted),2019,1,908.1493305
Other Ad-Supported Streaming,Value (Adjusted),1973,1,
Other Ad-Supported Streaming,Value (Adjusted),1974,1,
Other Ad-Supported Streaming,Value (Adjusted),1975,1,
Other Ad-Supported Streaming,Value (Adjusted),1976,1,
Other Ad-Supported Streaming,Value (Adjusted),1977,1,
Other Ad-Supported Streaming,Value (Adjusted),1978,1,
Other Ad-Supported Streaming,Value (Adjusted),1979,1,
Other Ad-Supported Streaming,Value (Adjusted),1980,1,
Other Ad-Supported Streaming,Value (Adjusted),1981,1,
Other Ad-Supported Streaming,Value (Adjusted),1982,1,
Other Ad-Supported Streaming,Value (Adjusted),1983,1,
Other Ad-Supported Streaming,Value (Adjusted),1984,1,
Other Ad-Supported Streaming,Value (Adjusted),1985,1,
Other Ad-Supported Streaming,Value (Adjusted),1986,1,
Other Ad-Supported Streaming,Value (Adjusted),1987,1,
Other Ad-Supported Streaming,Value (Adjusted),1988,1,
Other Ad-Supported Streaming,Value (Adjusted),1989,1,
Other Ad-Supported Streaming,Value (Adjusted),1990,1,
Other Ad-Supported Streaming,Value (Adjusted),1991,1,
Other Ad-Supported Streaming,Value (Adjusted),1992,1,
Other Ad-Supported Streaming,Value (Adjusted),1993,1,
Other Ad-Supported Streaming,Value (Adjusted),1994,1,
Other Ad-Supported Streaming,Value (Adjusted),1995,1,
Other Ad-Supported Streaming,Value (Adjusted),1996,1,
Other Ad-Supported Streaming,Value (Adjusted),1997,1,
Other Ad-Supported Streaming,Value (Adjusted),1998,1,
Other Ad-Supported Streaming,Value (Adjusted),1999,1,
Other Ad-Supported Streaming,Value (Adjusted),2000,1,
Other Ad-Supported Streaming,Value (Adjusted),2001,1,
Other Ad-Supported Streaming,Value (Adjusted),2002,1,
Other Ad-Supported Streaming,Value (Adjusted),2003,1,
Other Ad-Supported Streaming,Value (Adjusted),2004,1,
Other Ad-Supported Streaming,Value (Adjusted),2005,1,
Other Ad-Supported Streaming,Value (Adjusted),2006,1,
Other Ad-Supported Streaming,Value (Adjusted),2007,1,
Other Ad-Supported Streaming,Value (Adjusted),2008,1,
Other Ad-Supported Streaming,Value (Adjusted),2009,1,
Other Ad-Supported Streaming,Value (Adjusted),2010,1,
Other Ad-Supported Streaming,Value (Adjusted),2011,1,
Other Ad-Supported Streaming,Value (Adjusted),2012,1,
Other Ad-Supported Streaming,Value (Adjusted),2013,1,
Other Ad-Supported Streaming,Value (Adjusted),2014,1,
Other Ad-Supported Streaming,Value (Adjusted),2015,1,
Other Ad-Supported Streaming,Value (Adjusted),2016,1,86.55959668
Other Ad-Supported Streaming,Value (Adjusted),2017,1,273.040319
Other Ad-Supported Streaming,Value (Adjusted),2018,1,255.9674439
Other Ad-Supported Streaming,Value (Adjusted),2019,1,251.0647101
Other Digital,Value (Adjusted),1973,1,
Other Digital,Value (Adjusted),1974,1,
Other Digital,Value (Adjusted),1975,1,
Other Digital,Value (Adjusted),1976,1,
Other Digital,Value (Adjusted),1977,1,
Other Digital,Value (Adjusted),1978,1,
Other Digital,Value (Adjusted),1979,1,
Other Digital,Value (Adjusted),1980,1,
Other Digital,Value (Adjusted),1981,1,
Other Digital,Value (Adjusted),1982,1,
Other Digital,Value (Adjusted),1983,1,
Other Digital,Value (Adjusted),1984,1,
Other Digital,Value (Adjusted),1985,1,
Other Digital,Value (Adjusted),1986,1,
Other Digital,Value (Adjusted),1987,1,
Other Digital,Value (Adjusted),1988,1,
Other Digital,Value (Adjusted),1989,1,
Other Digital,Value (Adjusted),1990,1,
Other Digital,Value (Adjusted),1991,1,
Other Digital,Value (Adjusted),1992,1,
Other Digital,Value (Adjusted),1993,1,
Other Digital,Value (Adjusted),1994,1,
Other Digital,Value (Adjusted),1995,1,
Other Digital,Value (Adjusted),1996,1,
Other Digital,Value (Adjusted),1997,1,
Other Digital,Value (Adjusted),1998,1,
Other Digital,Value (Adjusted),1999,1,
Other Digital,Value (Adjusted),2000,1,
Other Digital,Value (Adjusted),2001,1,
Other Digital,Value (Adjusted),2002,1,
Other Digital,Value (Adjusted),2003,1,
Other Digital,Value (Adjusted),2004,1,
Other Digital,Value (Adjusted),2005,1,
Other Digital,Value (Adjusted),2006,1,
Other Digital,Value (Adjusted),2007,1,
Other Digital,Value (Adjusted),2008,1,
Other Digital,Value (Adjusted),2009,1,
Other Digital,Value (Adjusted),2010,1,
Other Digital,Value (Adjusted),2011,1,
Other Digital,Value (Adjusted),2012,1,
Other Digital,Value (Adjusted),2013,1,
Other Digital,Value (Adjusted),2014,1,
Other Digital,Value (Adjusted),2015,1,
Other Digital,Value (Adjusted),2016,1,18.25940954
Other Digital,Value (Adjusted),2017,1,17.61095192
Other Digital,Value (Adjusted),2018,1,20.19906331
Other Digital,Value (Adjusted),2019,1,21.51717501
Other Tapes,Value (Adjusted),1973,1,89.82543243
Other Tapes,Value (Adjusted),1974,1,68.97034686
Other Tapes,Value (Adjusted),1975,1,48.47028625
Other Tapes,Value (Adjusted),1976,1,22.91477504
Other Tapes,Value (Adjusted),1977,1,
Other Tapes,Value (Adjusted),1978,1,
Other Tapes,Value (Adjusted),1979,1,
Other Tapes,Value (Adjusted),1980,1,
Other Tapes,Value (Adjusted),1981,1,
Other Tapes,Value (Adjusted),1982,1,
Other Tapes,Value (Adjusted),1983,1,
Other Tapes,Value (Adjusted),1984,1,
Other Tapes,Value (Adjusted),1985,1,
Other Tapes,Value (Adjusted),1986,1,
Other Tapes,Value (Adjusted),1987,1,
Other Tapes,Value (Adjusted),1988,1,
Other Tapes,Value (Adjusted),1989,1,
Other Tapes,Value (Adjusted),1990,1,
Other Tapes,Value (Adjusted),1991,1,
Other Tapes,Value (Adjusted),1992,1,
Other Tapes,Value (Adjusted),1993,1,
Other Tapes,Value (Adjusted),1994,1,
Other Tapes,Value (Adjusted),1995,1,
Other Tapes,Value (Adjusted),1996,1,
Other Tapes,Value (Adjusted),1997,1,
Other Tapes,Value (Adjusted),1998,1,
Other Tapes,Value (Adjusted),1999,1,
Other Tapes,Value (Adjusted),2000,1,
Other Tapes,Value (Adjusted),2001,1,
Other Tapes,Value (Adjusted),2002,1,
Other Tapes,Value (Adjusted),2003,1,
Other Tapes,Value (Adjusted),2004,1,
Other Tapes,Value (Adjusted),2005,1,
Other Tapes,Value (Adjusted),2006,1,
Other Tapes,Value (Adjusted),2007,1,
Other Tapes,Value (Adjusted),2008,1,
Other Tapes,Value (Adjusted),2009,1,
Other Tapes,Value (Adjusted),2010,1,
Other Tapes,Value (Adjusted),2011,1,
Other Tapes,Value (Adjusted),2012,1,
Other Tapes,Value (Adjusted),2013,1,
Other Tapes,Value (Adjusted),2014,1,
Other Tapes,Value (Adjusted),2015,1,
Other Tapes,Value (Adjusted),2016,1,
Other Tapes,Value (Adjusted),2017,1,
Other Tapes,Value (Adjusted),2018,1,
Other Tapes,Value (Adjusted),2019,1,
Paid Subscription,Value (Adjusted),1973,1,
Paid Subscription,Value (Adjusted),1974,1,
Paid Subscription,Value (Adjusted),1975,1,
Paid Subscription,Value (Adjusted),1976,1,
Paid Subscription,Value (Adjusted),1977,1,
Paid Subscription,Value (Adjusted),1978,1,
Paid Subscription,Value (Adjusted),1979,1,
Paid Subscription,Value (Adjusted),1980,1,
Paid Subscription,Value (Adjusted),1981,1,
Paid Subscription,Value (Adjusted),1982,1,
Paid Subscription,Value (Adjusted),1983,1,
Paid Subscription,Value (Adjusted),1984,1,
Paid Subscription,Value (Adjusted),1985,1,
Paid Subscription,Value (Adjusted),1986,1,
Paid Subscription,Value (Adjusted),1987,1,
Paid Subscription,Value (Adjusted),1988,1,
Paid Subscription,Value (Adjusted),1989,1,
Paid Subscription,Value (Adjusted),1990,1,
Paid Subscription,Value (Adjusted),1991,1,
Paid Subscription,Value (Adjusted),1992,1,
Paid Subscription,Value (Adjusted),1993,1,
Paid Subscription,Value (Adjusted),1994,1,
Paid Subscription,Value (Adjusted),1995,1,
Paid Subscription,Value (Adjusted),1996,1,
Paid Subscription,Value (Adjusted),1997,1,
Paid Subscription,Value (Adjusted),1998,1,
Paid Subscription,Value (Adjusted),1999,1,
Paid Subscription,Value (Adjusted),2000,1,
Paid Subscription,Value (Adjusted),2001,1,
Paid Subscription,Value (Adjusted),2002,1,
Paid Subscription,Value (Adjusted),2003,1,
Paid Subscription,Value (Adjusted),2004,1,
Paid Subscription,Value (Adjusted),2005,1,195.3099048
Paid Subscription,Value (Adjusted),2006,1,261.4904435
Paid Subscription,Value (Adjusted),2007,1,288.5853256
Paid Subscription,Value (Adjusted),2008,1,262.8967539
Paid Subscription,Value (Adjusted),2009,1,245.7220591
Paid Subscription,Value (Adjusted),2010,1,249.0256943
Paid Subscription,Value (Adjusted),2011,1,281.6399317
Paid Subscription,Value (Adjusted),2012,1,445.2763062
Paid Subscription,Value (Adjusted),2013,1,706.0116575
Paid Subscription,Value (Adjusted),2014,1,831.8340275
Paid Subscription,Value (Adjusted),2015,1,"1,247.68"
Paid Subscription,Value (Adjusted),2016,1,"2,390.49"
Paid Subscription,Value (Adjusted),2017,1,"3,651.03"
Paid Subscription,Value (Adjusted),2018,1,"4,740.33"
Paid Subscription,Value (Adjusted),2019,1,"5,934.40"
Ringtones & Ringbacks,Value (Adjusted),1973,1,
Ringtones & Ringbacks,Value (Adjusted),1974,1,
Ringtones & Ringbacks,Value (Adjusted),1975,1,
